municipio,uf,setor,risco,ano,valor,classe
Cambará,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.3,Baixo
Cambará,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.27,Baixo
Cambará,PR,Saúde,Risco de leishmaniose,2020,0.22,Baixo
Cambé,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.68,Alto
Cambé,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.6,Alto
Cambé,PR,Impactos para Recursos Hídricos,Seca,2015,0.49,Médio
Cambé,PR,Segurança Energetica,Acesso,2019,0.49,Médio
Cambé,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.48,Médio
Cambé,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.45,Médio
Cambé,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Cambé,PR,Saúde,Risco de malária,2020,0.36,Baixo
Cambé,PR,Saúde,Risco de leishmaniose,2020,0.13,Muito baixo
Cambira,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.62,Alto
Cambira,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.57,Médio
Cambira,PR,Segurança Energetica,Acesso,2019,0.41,Médio
Cambira,PR,Impactos para Recursos Hídricos,Seca,2015,0.4,Médio
Cambira,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Cambira,PR,Saúde,Risco de malária,2020,0.33,Baixo
Cambira,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.32,Baixo
Cambira,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.2,Baixo
Cambira,PR,Saúde,Risco de leishmaniose,2020,0.08,Muito baixo
Camboriú,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.71,Alto
Camboriú,SC,Saúde,Risco de leishmaniose,2020,0.7,Alto
Camboriú,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.67,Alto
Camboriú,SC,Segurança Energetica,Acesso,2019,0.63,Alto
Camboriú,SC,Impactos para Recursos Hídricos,Seca,2015,0.57,Médio
Camboriú,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.5,Médio
Camboriú,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.43,Médio
Camboriú,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Camboriú,SC,Saúde,Risco de malária,2020,0.37,Baixo
Cambuci,RJ,Impactos para Recursos Hídricos,Seca,2015,0.67,Alto
Cambuci,RJ,Saúde,Risco de leishmaniose,2020,0.66,Alto
Cambuci,RJ,Segurança Alimentar,Risco de impacto para seca,2015,0.63,Alto
Cambuci,RJ,Desastres geo-hídricos,Deslizamento de terra,2015,0.59,Médio
Cambuci,RJ,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.55,Médio
Cambuci,RJ,Segurança Alimentar,Risco de impacto para chuva,2015,0.46,Médio
Cambuci,RJ,Saúde,Risco de malária,2020,0.44,Médio
Cambuci,RJ,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cambuci,RJ,Segurança Energetica,Acesso,2019,0.34,Baixo
Cambuí,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.66,Alto
Cambuí,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.64,Alto
Cambuí,MG,Impactos para Recursos Hídricos,Seca,2015,0.62,Alto
Cambuí,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.61,Alto
Cambuí,MG,Saúde,Risco de leishmaniose,2020,0.5,Médio
Cambuí,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.47,Médio
Cambuí,MG,Segurança Energetica,Acesso,2019,0.36,Baixo
Cambuí,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cambuí,MG,Saúde,Risco de malária,2020,0.32,Baixo
Cambuquira,MG,Impactos para Recursos Hídricos,Seca,2015,0.84,Muito alto
Cambuquira,MG,Saúde,Risco de leishmaniose,2020,0.61,Alto
Cambuquira,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.57,Médio
Cambuquira,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.56,Médio
Cambuquira,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.54,Médio
Cambuquira,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cambuquira,MG,Segurança Energetica,Acesso,2019,0.34,Baixo
Cambuquira,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.32,Baixo
Cambuquira,MG,Saúde,Risco de malária,2020,0.32,Baixo
Cametá,PA,Saúde,Risco de malária,2020,0.99,Muito alto
Cametá,PA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.89,Muito alto
Cametá,PA,Saúde,Risco de leishmaniose,2020,0.87,Muito alto
Cametá,PA,Desastres geo-hídricos,Deslizamento de terra,2015,0.71,Alto
Cametá,PA,Segurança Energetica,Acesso,2019,0.6,Alto
Cametá,PA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cametá,PA,Segurança Alimentar,Risco de impacto para chuva,2015,0.27,Baixo
Cametá,PA,Impactos para Recursos Hídricos,Seca,2015,0.19,Muito baixo
Cametá,PA,Segurança Alimentar,Risco de impacto para seca,2015,0.15,Muito baixo
Camocim de São Félix,PE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.81,Muito alto
Camocim de São Félix,PE,Saúde,Risco de leishmaniose,2020,0.73,Alto
Camocim de São Félix,PE,Desastres geo-hídricos,Deslizamento de terra,2015,0.73,Alto
Camocim de São Félix,PE,Segurança Alimentar,Risco de impacto para chuva,2015,0.52,Médio
Camocim de São Félix,PE,Impactos para Recursos Hídricos,Seca,2015,0.51,Médio
Camocim de São Félix,PE,Segurança Energetica,Acesso,2019,0.51,Médio
Camocim de São Félix,PE,Saúde,Risco de malária,2020,0.42,Médio
Camocim de São Félix,PE,Segurança Alimentar,Risco de impacto para seca,2015,0.4,Médio
Camocim de São Félix,PE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Camocim,CE,Saúde,Risco de malária,2020,0.84,Muito alto
Camocim,CE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.74,Alto
Camocim,CE,Segurança Alimentar,Risco de impacto para seca,2015,0.66,Alto
Camocim,CE,Saúde,Risco de leishmaniose,2020,0.66,Alto
Camocim,CE,Desastres geo-hídricos,Deslizamento de terra,2015,0.6,Alto
Camocim,CE,Impactos para Recursos Hídricos,Seca,2015,0.54,Médio
Camocim,CE,Segurança Alimentar,Risco de impacto para chuva,2015,0.39,Baixo
Camocim,CE,Segurança Energetica,Acesso,2019,0.37,Baixo
Camocim,CE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Campanário,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.62,Alto
Campanário,MG,Impactos para Recursos Hídricos,Seca,2015,0.6,Alto
Campanário,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.52,Médio
Campanário,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.51,Médio
Campanário,MG,Saúde,Risco de leishmaniose,2020,0.48,Médio
Campanário,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.41,Médio
Campanário,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campanário,MG,Saúde,Risco de malária,2020,0.35,Baixo
Campanário,MG,Segurança Energetica,Acesso,2019,0.28,Baixo
Campanha,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.8,Muito alto
Campanha,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.72,Alto
Campanha,MG,Impactos para Recursos Hídricos,Seca,2015,0.59,Médio
Campanha,MG,Saúde,Risco de leishmaniose,2020,0.52,Médio
Campanha,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.5,Médio
Campanha,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campanha,MG,Segurança Energetica,Acesso,2019,0.33,Baixo
Campanha,MG,Saúde,Risco de malária,2020,0.3,Baixo
Campanha,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.22,Baixo
Campestre da Serra,RS,Saúde,Risco de leishmaniose,2020,0.56,Médio
Campestre da Serra,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Campestre da Serra,RS,Segurança Energetica,Acesso,2019,0.31,Baixo
Campestre da Serra,RS,Saúde,Risco de malária,2020,0.26,Baixo
Campestre da Serra,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.23,Baixo
Campestre da Serra,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.21,Baixo
Campestre da Serra,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.16,Muito baixo
Campestre da Serra,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.11,Muito baixo
Campestre da Serra,RS,Impactos para Recursos Hídricos,Seca,2015,0,Muito baixo
Campestre de Goiás,GO,Impactos para Recursos Hídricos,Seca,2015,0.63,Alto
Campestre de Goiás,GO,Saúde,Risco de malária,2020,0.57,Médio
Campestre de Goiás,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.48,Médio
Campestre de Goiás,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.44,Médio
Campestre de Goiás,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.43,Médio
Campestre de Goiás,GO,Segurança Energetica,Acesso,2019,0.37,Baixo
Campestre de Goiás,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campestre de Goiás,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.19,Muito baixo
Campestre de Goiás,GO,Saúde,Risco de leishmaniose,2020,0.03,Muito baixo
Campestre do Maranhão,MA,Saúde,Risco de leishmaniose,2020,0.53,Médio
Campestre do Maranhão,MA,Segurança Energetica,Acesso,2019,0.5,Médio
Campestre do Maranhão,MA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.5,Médio
Campestre do Maranhão,MA,Desastres geo-hídricos,Deslizamento de terra,2015,0.47,Médio
Campestre do Maranhão,MA,Impactos para Recursos Hídricos,Seca,2015,0.45,Médio
Campestre do Maranhão,MA,Saúde,Risco de malária,2020,0.4,Médio
Campestre do Maranhão,MA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campestre do Maranhão,MA,Segurança Alimentar,Risco de impacto para seca,2015,0.34,Baixo
Campestre do Maranhão,MA,Segurança Alimentar,Risco de impacto para chuva,2015,0.31,Baixo
Campestre,AL,Saúde,Risco de leishmaniose,2020,0.72,Alto
Campestre,AL,Segurança Alimentar,Risco de impacto para chuva,2015,0.68,Alto
Campestre,AL,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.59,Médio
Campestre,AL,Desastres geo-hídricos,Deslizamento de terra,2015,0.55,Médio
Campestre,AL,Impactos para Recursos Hídricos,Seca,2015,0.53,Médio
Campestre,AL,Segurança Energetica,Acesso,2019,0.53,Médio
Campestre,AL,Saúde,Risco de malária,2020,0.42,Médio
Campestre,AL,Segurança Alimentar,Risco de impacto para seca,2015,0.36,Baixo
Campestre,AL,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Campestre,MG,Saúde,Risco de leishmaniose,2020,0.71,Alto
Campestre,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.62,Alto
Campestre,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.59,Médio
Campestre,MG,Impactos para Recursos Hídricos,Seca,2015,0.58,Médio
Campestre,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.58,Médio
Campestre,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campestre,MG,Saúde,Risco de malária,2020,0.34,Baixo
Campestre,MG,Segurança Energetica,Acesso,2019,0.32,Baixo
Campestre,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.31,Baixo
Campina da Lagoa,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.6,Alto
Campina da Lagoa,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.5,Médio
Campina da Lagoa,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Campina da Lagoa,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.36,Baixo
Campina da Lagoa,PR,Segurança Energetica,Acesso,2019,0.35,Baixo
Campina da Lagoa,PR,Impactos para Recursos Hídricos,Seca,2015,0.32,Baixo
Campina da Lagoa,PR,Saúde,Risco de malária,2020,0.31,Baixo
Campina da Lagoa,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.24,Baixo
Campina da Lagoa,PR,Saúde,Risco de leishmaniose,2020,0.05,Muito baixo
Campina das Missões,RS,Segurança Energetica,Acesso,2019,0.4,Médio
Campina das Missões,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Campina das Missões,RS,Impactos para Recursos Hídricos,Seca,2015,0.35,Baixo
Campina das Missões,RS,Saúde,Risco de malária,2020,0.3,Baixo
Campina das Missões,RS,Saúde,Risco de leishmaniose,2020,0.25,Baixo
Campina das Missões,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.24,Baixo
Campina das Missões,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.19,Muito baixo
Campina das Missões,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.18,Muito baixo
Campina das Missões,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.05,Muito baixo
Campina do Monte Alegre,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.54,Médio
Campina do Monte Alegre,SP,Saúde,Risco de leishmaniose,2020,0.47,Médio
Campina do Monte Alegre,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.42,Médio
Campina do Monte Alegre,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.39,Baixo
Campina do Monte Alegre,SP,Segurança Energetica,Acesso,2019,0.37,Baixo
Campina do Monte Alegre,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campina do Monte Alegre,SP,Saúde,Risco de malária,2020,0.34,Baixo
Campina do Monte Alegre,SP,Impactos para Recursos Hídricos,Seca,2015,0.25,Baixo
Campina do Monte Alegre,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.22,Baixo
Campina do Simão,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Campina do Simão,PR,Segurança Energetica,Acesso,2019,0.35,Baixo
Campina do Simão,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.34,Baixo
Campina do Simão,PR,Saúde,Risco de malária,2020,0.3,Baixo
Campina do Simão,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.3,Baixo
Campina do Simão,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.2,Baixo
Campina do Simão,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.13,Muito baixo
Campina do Simão,PR,Saúde,Risco de leishmaniose,2020,0.11,Muito baixo
Campina do Simão,PR,Impactos para Recursos Hídricos,Seca,2015,0.07,Muito baixo
Campina Grande do Sul,PR,Saúde,Risco de leishmaniose,2020,0.83,Muito alto
Campina Grande do Sul,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.53,Médio
Campina Grande do Sul,PR,Segurança Energetica,Acesso,2019,0.44,Médio
Campina Grande do Sul,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.4,Médio
Campina Grande do Sul,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.4,Médio
Campina Grande do Sul,PR,Saúde,Risco de malária,2020,0.4,Médio
Campina Grande do Sul,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.39,Baixo
Campina Grande do Sul,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Campina Grande do Sul,PR,Impactos para Recursos Hídricos,Seca,2015,0.31,Baixo
Campina Grande,PB,Saúde,Risco de leishmaniose,2020,0.92,Muito alto
Campina Grande,PB,Saúde,Risco de malária,2020,0.74,Alto
Campina Grande,PB,Desastres geo-hídricos,Deslizamento de terra,2015,0.74,Alto
Campina Grande,PB,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.63,Alto
Campina Grande,PB,Segurança Alimentar,Risco de impacto para chuva,2015,0.55,Médio
Campina Grande,PB,Segurança Energetica,Acesso,2019,0.45,Médio
Campina Grande,PB,Impactos para Recursos Hídricos,Seca,2015,0.4,Médio
Campina Grande,PB,Segurança Alimentar,Risco de impacto para seca,2015,0.39,Baixo
Campina Grande,PB,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Campina Verde,MG,Saúde,Risco de leishmaniose,2020,0.83,Muito alto
Campina Verde,MG,Saúde,Risco de malária,2020,0.75,Alto
Campina Verde,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.46,Médio
Campina Verde,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.4,Médio
Campina Verde,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campina Verde,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.27,Baixo
Campina Verde,MG,Segurança Energetica,Acesso,2019,0.23,Baixo
Campina Verde,MG,Impactos para Recursos Hídricos,Seca,2015,0.18,Muito baixo
Campina Verde,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.04,Muito baixo
Campinaçu,GO,Impactos para Recursos Hídricos,Seca,2015,0.45,Médio
Campinaçu,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.44,Médio
Campinaçu,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campinaçu,GO,Segurança Energetica,Acesso,2019,0.35,Baixo
Campinaçu,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.35,Baixo
Campinaçu,GO,Saúde,Risco de malária,2020,0.3,Baixo
Campinaçu,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Campinaçu,GO,Saúde,Risco de leishmaniose,2020,0.28,Baixo
Campinaçu,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.2,Baixo
Campinápolis,MT,Saúde,Risco de leishmaniose,2020,0.78,Alto
Campinápolis,MT,Saúde,Risco de malária,2020,0.71,Alto
Campinápolis,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.52,Médio
Campinápolis,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.43,Médio
Campinápolis,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.39,Baixo
Campinápolis,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campinápolis,MT,Impactos para Recursos Hídricos,Seca,2015,0.33,Baixo
Campinápolis,MT,Segurança Energetica,Acesso,2019,0.32,Baixo
Campinápolis,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.3,Baixo
Campinas do Piauí,PI,Saúde,Risco de leishmaniose,2020,0.66,Alto
Campinas do Piauí,PI,Segurança Alimentar,Risco de impacto para seca,2015,0.61,Alto
Campinas do Piauí,PI,Saúde,Risco de malária,2020,0.53,Médio
Campinas do Piauí,PI,Impactos para Recursos Hídricos,Seca,2015,0.46,Médio
Campinas do Piauí,PI,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.45,Médio
Campinas do Piauí,PI,Segurança Energetica,Acesso,2019,0.39,Baixo
Campinas do Piauí,PI,Desastres geo-hídricos,Deslizamento de terra,2015,0.36,Baixo
Campinas do Piauí,PI,Segurança Alimentar,Risco de impacto para chuva,2015,0.35,Baixo
Campinas do Piauí,PI,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Campinas do Sul,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.43,Médio
Campinas do Sul,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Campinas do Sul,RS,Segurança Energetica,Acesso,2019,0.36,Baixo
Campinas do Sul,RS,Impactos para Recursos Hídricos,Seca,2015,0.33,Baixo
Campinas do Sul,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.32,Baixo
Campinas do Sul,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.31,Baixo
Campinas do Sul,RS,Saúde,Risco de malária,2020,0.28,Baixo
Campinas do Sul,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.13,Muito baixo
Campinas do Sul,RS,Saúde,Risco de leishmaniose,2020,0,Muito baixo
Campinas,SP,Saúde,Risco de leishmaniose,2020,0.91,Muito alto
Campinas,SP,Impactos para Recursos Hídricos,Seca,2015,0.61,Alto
Campinas,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.61,Alto
Campinas,SP,Segurança Energetica,Acesso,2019,0.42,Médio
Campinas,SP,Saúde,Risco de malária,2020,0.37,Baixo
Campinas,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.37,Baixo
Campinas,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campinas,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.34,Baixo
Campinas,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.3,Baixo
Campinorte,GO,Saúde,Risco de leishmaniose,2020,0.62,Alto
Campinorte,GO,Saúde,Risco de malária,2020,0.55,Médio
Campinorte,GO,Impactos para Recursos Hídricos,Seca,2015,0.49,Médio
Campinorte,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.47,Médio
Campinorte,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.43,Médio
Campinorte,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.43,Médio
Campinorte,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campinorte,GO,Segurança Energetica,Acesso,2019,0.35,Baixo
Campinorte,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.24,Baixo
Campo Alegre de Goiás,GO,Impactos para Recursos Hídricos,Seca,2015,0.71,Alto
Campo Alegre de Goiás,GO,Saúde,Risco de malária,2020,0.71,Alto
Campo Alegre de Goiás,GO,Saúde,Risco de leishmaniose,2020,0.69,Alto
Campo Alegre de Goiás,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.39,Baixo
Campo Alegre de Goiás,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Campo Alegre de Goiás,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.28,Baixo
Campo Alegre de Goiás,GO,Segurança Energetica,Acesso,2019,0.26,Baixo
Campo Alegre de Goiás,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.23,Baixo
Campo Alegre de Goiás,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
